drug_name,gene_name
PROTEASE INHIBITOR,SLC2A4
SOMATROPIN (RECOMBINANT DNA ORIGIN),SLC2A4
ALDESLEUKIN,SOCS1
LEUPROLIDE ACETATE,SMAD3
PROTEIN PHOSPHATASE INHIBITOR,SPP1
TYROSINE KINASE INHIBITOR,SPP1
VALINOMYCIN,SST
PREGNANT MARE SERUM GONADOTROPIN,TAC1
PROTEASE INHIBITOR,TFPI2
GENISTEIN,TGFB1
ROGARATINIB,FGFR1
PIRFENIDONE,TGFB1
3-IODOBENZYLGUANIDINE,TH
4-PHENYLBUTYRIC ACID,XRCC5
ETOPOSIDE,XIAP
CYTARABINE,XIAP
TALAZOPARIB,BRCA2
NERATINIB,ERBB2
EVEROLIMUS,MTOR
CEP-5214,FLT4
TRAMETINIB DIMETHYL SULFOXIDE,MAP2K1
ERLOTINIB,MET
H3B-8800,SRSF2
RITODRINE,ADRB2
THEOPHYLLINE,CYP1A2
THALIDOMIDE,ERCC1
METHOXAMINE,ADRA1D
MEMANTINE HYDROCHLORIDE,NR1I2
RITONAVIR,APOC3
ROSUVASTATIN,HNF4A
LEUCOVORIN CALCIUM,ABCG2
LOVASTATIN,ABCG2
EPIRUBICIN,ABCG2
ZIDOVUDINE,ABCG2
METHACHOLINE,ADRB2
DEXTROAMPHETAMINE SULFATE,DRD2
METHOTREXATE,COL18A1
LAPATINIB,CCND1
NEFAZODONE,ABCB1
ETHAMBUTOL HYDROCHLORIDE,CYP2B6
PEGINTERFERON ALFA-2A,IL18
ISOPROTERENOL,ADRB1
PALIPERIDONE,ABCB1
ALDOSTERONE,ABCB1
BAY-1161909,TTK
ILOPERIDONE,HTR2C
PEMETREXED DISODIUM,CD274
SACITUZUMAB GOVITECAN,ERBB2
TOLPERISONE,CYP2D6
ABACAVIR,HLA-B
AMISULPRIDE,SNAP25
ROGARATINIB,FGFR3
IXABEPILONE,ESR2
LAPATINIB,EGFR
STAVUDINE,HLA-B
DISULFIRAM,ADRA1A
VINCRISTINE,FCGR3A
VINCRISTINE,IGHMBP2
"3,4-METHYLENEDIOXYMETHAMPHETAMINE",CYP2D6
COLCHICINE,CYP2D6
SULFASALAZINE,CYP2D6
LOVASTATIN,CYP2D6
TRIMIPRAMINE,CYP2D6
AZATHIOPRINE,CASP9
THALIDOMIDE,CTNNB1
INFLUENZA VACCINE,HLA-DRB1
ANTIDEPRESSANT AGENT,CTNNA3
METHOTREXATE,GSK3B
METHOTREXATE,HLA-E
EPIRUBICIN,ABCC1
AMOXICILLIN ANHYDROUS,HLA-DPB1
AMOXICILLIN ANHYDROUS,PTPN22
BUPROPION HYDROCHLORIDE,SACM1L
AMOXICILLIN ANHYDROUS,HLA-C
MEMANTINE HYDROCHLORIDE,BCHE
TOREMIFENE,ESR1
ROFECOXIB,PTGS2
LEUCOVORIN CALCIUM,PDGFRB
TIROFIBAN,FGB
ODEVIXIBAT,JAG1
CLOPIDOGREL,ABCA1
CARBAMAZEPINE,LTA
LAPATINIB,HLA-C
METFORMIN,CAPN10
BROMAZEPAM,CYP1A2
LOVASTATIN,APOA5
PACLITAXEL,ABCC1
CARBAMAZEPINE,ALK
TICAGRELOR,P2RY12
LAROTRECTINIB,NTRK2
INCLISIRAN,APOB
OMACETAXINE,ABL1
DEFERASIROX,CYP27B1
HEROIN,DRD3
ABCIXIMAB,FGA
PEGINTERFERON ALFA-2A,CYP27B1
PEGINTERFERON ALFA-2A,HLA-A
LAPATINIB,HLA-A
AKT INHIBITOR MK2206,AKT1
WARFARIN,VEGFA
WARFARIN,CRP
BMS-599626,ERBB4
PIVALOYLOXYMETHYLBUTYRATE,HDAC4
CILENGITIDE,ITGB3
TANESPIMYCIN,HSP90AA1
ESKETAMINE HYDROCHLORIDE,GRIN3B
AMISULPRIDE,DRD2
ARSENIC TRIOXIDE,TXNRD1
FICLATUZUMAB,HGF
CLOBETASOL,NR3C1
CNS-5161,GRIN1
REMIMAZOLAM,GABRA3
CYTARABINE,POLB
CT-011,PDCD1
ETONOGESTREL,ESR1
PD-0166285,PDGFRB
FENRETINIDE,RARG
FIGITUMUMAB,IGF1R
CIMAGLERMIN ALFA,ERBB4
LESTAURTINIB,NTRK2
GOMILIXIMAB,FCER2
PHA-793887,CDK6
LY-518674,PPARA
MEMANTINE HYDROCHLORIDE,GRIN2A
MEMANTINE HYDROCHLORIDE,GRIN3A
FLUOXETINE HYDROCHLORIDE,HTR2A
PALIPERIDONE,DRD2
SGX-523,MET
RWJ-67657,MAPK14
PEGINTERFERON ALFACON-1,IFNAR2
PEGINTERFERON ALFACON-1,IFNAR1
PH-797804,MAPK14
PONATINIB,SRC
SERTINDOLE,ADRA1D
MARAVIROC,CCR5
SERTINDOLE,ADRA1A
NATEGLINIDE,ABCC8
TELATINIB,PDGFRB
TEZAMPANEL,GRIA2
TOPIRAMATE,GABRA1
TOPIRAMATE,GRIK1
INDANTADOL,MAOB
INDANTADOL,GRIN3B
CX1739,GRIA3
VEDOLIZUMAB,ITGA4
CAPTOPRIL,ACE
CINOLAZEPAM,GABRA1
GTX-758,ESR1
CLORAZEPATE,GABRG3
COCAINE,SLC6A3
DEBRISOQUIN,ADRA2A
DIETHYLPROPION,SLC6A3
RG6029,SCN9A
AVE8134,PPARA
METHYLHOMATROPINE,CHRM1
METHYPRYLON,GABRA1
OMS405,PPARG
MIANSERIN,HTR2C
TERBUTALINE,ADRB2
WARFARIN,VKORC1
NRX195183,RARA
CILAZAPRIL,AGT
DEBRISOQUIN,ADRA2A
DAPIPRAZOLE,ADRA1A
ESTAZOLAM,GABRA3
ANLOTINIB,PDGFRB
MELATONIN,MTNR1A
KETOPROFEN,PTGS2
METHYLPHENIDATE HYDROCHLORIDE,SLC6A3
NORGESTREL,ESR1
AT-7519,CDK1
OXAZEPAM,GABRG3
PRAZEPAM,GABRG3
PROMETHAZINE HYDROCHLORIDE,CHRM3
PROMETHAZINE HYDROCHLORIDE,CHRM1
SALSALATE,PTGS1
SECOBARBITAL,GRIK2
GLYCOOPTIMIZED TRASTUZUMAB-GEX,ERBB2
RODATRISTAT ETHYL,TPH1
IMARADENANT,ADORA2A
INAVOLISIB,PIK3CG
CPG OLIGODEOXYNUCLEOTIDE TLR9 AGONIST DV281,TLR9
AT-7519,CDK17
CRENIGACESTAT,NOTCH1
RONICICLIB,CDK5
AGERAFENIB,RET
CIBINETIDE,EPOR
VUNAKIZUMAB,IL17A
ABICIPAR PEGOL,VEGFA
LAROTRECTINIB,NTRK2
ETHINYLESTRADIOL/DROSPIRENONE/PRASTERONE,ESR1
IT-139,HSPA5
FORETINIB,PDGFRB
SELECTIVE ESTROGEN RECEPTOR MODULATOR CC-8490,ESR1
GOMILIXIMAB,FCER2
REMIKIREN,REN
RALIMETINIB,MAPK14
IROSUSTAT,STS
CYTISINE,CHRNB2
XL-999,PDGFRA
KETOROLAC TROMETHAMINE,COX8A
PROPYLTHIOURACIL,DIO1
NARINGENIN,GLO1
XL-999,PDGFRB
PIMAGEDINE HYDROCHLORIDE,NOS2
SOTALOL,ADRB1
ORTATAXEL,TNF
MOEXIPRIL,ACE
SAMOTOLISIB,MTOR
VELTUZUMAB,MS4A1
ESTRONE,ESR1
BUPROPION HYDROCHLORIDE,SLC6A4
TOREMIFENE,ESR1
VENLAFAXINE,SLC6A4
CHEMBL:CHEMBL1242101,PLK1
TESEVATINIB,ERBB2
RIVICICLIB,CDK4
SELICICLIB,CDK1
SB-436811,UTS2R
ORG-25435,GABRG3
XL-999,KDR
NARINGENIN,CYP1B1
CHEMBL:CHEMBL1086624,CETP
ADIPIPLON,GABRA3
AME-133V,MS4A1
ELDELUMAB,CXCL10
CE-224535,P2RX7
VATREPTACOG ALFA (ACTIVATED),F7
DICUMAROL,VKORC1
BIIB-022,IGF1R
AXICABTAGENE CILOLEUCEL,CD19
ERGONOVINE,DRD2
VESTIPITANT MESYLATE,TACR1
EPIDERMAL GROWTH FACTOR,EGF
BATEFENTEROL,CHRM2
BERMEKIMAB,IL1A
TAFLUPROST,PTGFR
TEDATIOXETINE,HTR2C
DANIRIXIN,CXCR2
BAFETINIB,LYN
MURAGLITAZAR,PPARA
VELIPARIB,PARP1
INOLIMOMAB,IL2RA
BRIAKINUMAB,IL12B
NLX-101,HTR1A
BARBITAL,GABRA1
METFORMIN,ACACB
NICOTINE POLACRILEX,CHRNA4
PIMOZIDE,DRD2
TEMANOGREL,HTR2A
CIBINETIDE,EPOR
L-NAME,NOS3
AZD8683,CHRM3
XANOMELINE TARTRATE,CHRM1
(S)-FLUROCARAZOLOL,A2M
[3H]ELETRIPTAN,A2M
NAMODENOSON,ADORA3
SB-773812,DRD2
METHYSERGIDE,HTR2C
SB 204070,NAT1
METHYSERGIDE,NAT2
RU 24969,NAT2
[3H]5-HT,SERPINA3
BURIXAFOR,CXCR4
WWL70,CXCL1
PRAZOSIN,ABCB7
RITANSERIN,ABCA4
CLONIDINE HYDROCHLORIDE,ABL1
GUANFACINE HYDROCHLORIDE,ABL1
DEXMEDETOMIDINE HYDROCHLORIDE,ABL1
MOXONIDINE,ABL1
TOLAZOLINE,AOC1
ATIPAMEZOLE,AOC1
LOFEXIDINE,AOC1
LOFEXIDINE,ABL2
PIRIBEDIL,ABL2
RASEGLURANT,GRM5
[3H]DPCPX,ABAT
CNS-5161,GRIN3A
MF101,ESR2
[3H]CGS23131,AMFR
LTB4,AMH
COMPOUND 13D [PMID: 23639540],DNMT1
"[LEU9,DES-ARG10]KALLIDIN",ASIC1
ACPHE-ORN-PRO-D-CHA-TRP-ARG,ACACB
EPROTIROME,THRB
[125I]C5A (HUMAN),ACACB
GRASSYSTATIN A,DBN1
DACOMITINIB ANHYDROUS,EGFR
CCL18,ACTA1
LORECIVIVINT,ELANE
CFTRINH-172,CFTR
GATX1,CFTR
CDK4 INHIBITOR III,CDK4
RIVICICLIB,CDK4
CDK2 INHIBITOR IV,CDK4
BSJ-03-204,EIF4EBP1
BSJ-03-123,EIF4EBP1
BS-194,EIF4G1
CTA091,CLDN3
THIOTEPA,CYP2B6
CTA091,CPN1
SETANAXIB,GZMB
TARENFLURBIL,APH1A
PROCHLORPERAZINE,ALDH1A1
NGB 2904,ALDH1A1
SPIPERONE,ALDH2
LORECIVIVINT,EML1
EMRICASAN,CASP5
COMPOUND 15A [PMID: 36642961],EZH2
COMPOUND 66 [PMID: 19788238],RCAN1
NE11808,BLVRA
TARENFLURBIL,PSENEN
OLEIC ACID,ADH4
COMPOUND A [PMID 24997608],ADH4
SULFATINIB,DPYSL2
BIMOSIAMOSE,SELP
PD166285,DPYSL2
BLU-9931,DR1
INFIGRATINIB,DR1
INFIGRATINIB,SLC26A3
COMPOUND 25 [PMID: 17935989],DRD1
POLMACOXIB,PTGS2
IRPAGRATINIB,SLC26A3
VEGFB,DRD1
COMPOUND 8I [PMID: 22765894],DRD3
LINIFANIB,DRD3
VATIQUINONE,NQO1
"L-888,607",APOC2
LIFITEGRAST,ITGB2
PIPERIDINE-4-SULPHONIC ACID,GABRA1
PP1,ENO2
MRK016,GABRA1
DIAZEPAM,GABRA1
RIVIPANSEL,SELL
(R/S) EF-1500,CD14
PEGFILGRASTIM-JMDB,DHFR
LENOGRASTIM,DHFR
LIATERMIN,GFRA1
SANTACRUZAMATE A,HDAC4
KA1010,GART
1-PALMITOYL-LYSOPHOSPHATIDYLCHOLINE,ADH1C
TILARGININE,NOS2
LY3410738,GRB2
BX-912,DRD2
CANLITINIB,DRD2
GLESATINIB,DRD2
BA2+,ASIP
BA2+,ASPA
VU0405601,BAD
COMPOUND 17 [PMID: 23916253],LNPEP
[125I]CHORIONIC GONADOTROPIN (HUMAN),LHCGR
PAMUFETINIB,DRD4
"[3H]2,2,2-TEMPS",ANPEP
BINIMETINIB,MAP2K1
MEK INHIBITOR I,ERBB3
MEK INHIBITOR I,ERBB2
[125I]S70254,ANK3
DYNORPHIN B,APOF
CODEINE ANHYDROUS,APOF
ATX-II,BAX
PF‐06526290,SCN9A
BNC375,ATF4
ZM 253270,AQP4
ZM-274773,AQP4
"COMPOUND 29 [VIETOR, ET AL., 2023]",NR4A2
CLONIDINE HYDROCHLORIDE,CDK4
MRS2298,APBB2
ADP,APBB2
APAFANT,APLP2
ABT-491,APLP2
ATOPAXAR,APOD
SLIGRL-NH2,APOE
I-191,APOE
[14C]GLYSAR,SLC15A2
ACALISIB,F5
COMPOUND 82 [PMID: 21332118],F3
AZD6482,F5
BIMIRALISIB,F5
AZD-8186,F5
BGT-226,F5
PP-121,F5
SAPANISERTIB,F5
BIMIRALISIB,PIK3CB
BGT-226,PIK3CB
BAY-8400,PIK3CB
VS-5584,F7
STK16-IN-1,F7
MK-0359,COL11A2
ULIPRISTAL ACETATE,BDNF
ULIPRISTAL ACETATE,BDNF
SR1001,BCL2L1
A(4-24)(B7-24)H2,APP
RELAXIN,APP
LY3540378,APP
RELAXIN-1,APP
COMPOUND 43 [PMID: 26751273],AMY2A
AMILORIDE,CD38
DALOTUZUMAB,IGF1R
LERONLIMAB,CCR5
ML SA1,ALDH7A1
81C6 131I,TNC
LASW1393,TYK2
DEFLAZACORT,NR3C1
LAROTRECTINIB,NTRK2
AFATINIB,NRG1
DACARBAZINE,FN1
SIROLIMUS,PIK3CA
DANTHRON,RXRA
CERITINIB,ALK
DAUNORUBICIN LIPOSOMAL,WT1
MOBOCERTINIB,EGFR
AMG-888,ERBB3
AFATINIB,ERBB4
TEMSIROLIMUS,VHL
BINIMETINIB,NF1
DABRAFENIB,NF1
BILASTINE,HRH1
TALAZOPARIB,BRCA2
CABOZANTINIB S-MALATE,PIK3CA
BEZAFIBRATE,PPARA
ARSENIC TRIOXIDE,PML
ALPELISIB,RB1
PLATINUM COMPOUND,ERCC1
BINIMETINIB,MAP2K1
ALVOCIDIB,ALK
GSK-1838705A,ALK
AZD8055,FGFR1
DERAZANTINIB,FGFR1
TRAMETINIB DIMETHYL SULFOXIDE,FGFR2
DOVITINIB,FGFR2
ISOXSUPRINE HYDROCHLORIDE,ADRB2
TRAMETINIB DIMETHYL SULFOXIDE,KEAP1
TRAMETINIB DIMETHYL SULFOXIDE,MAP2K1
PLX-4720,MAP2K1
ROMIDEPSIN,KMT2A
OMIPALISIB,MAP2K1
DURVALUMAB,MSH2
BAY1125976,PIK3CA
SORAFENIB,PIK3CA
MEDI-5117,IL6
CHEMBL:CHEMBL263664,PIK3CA
TORIN 1,PIK3CA
AZD8055,PIK3CA
NVP-AEW541,PIK3CA
AZD8055,PTEN
RIGOSERTIB SODIUM,PTEN
TEMOZOLOMIDE,PTEN
FOSNETUPITANT CHLORIDE HYDROCHLORIDE,TACR1
SAR260301,PIK3CA
TRAMETINIB DIMETHYL SULFOXIDE,MAP2K1
TRAMETINIB DIMETHYL SULFOXIDE,VHL
TESTOLACTONE,CYP19A1
OSI-027,MTOR
XL-820,FLT4
CURCUMIN,ALPI
MLN-8054,ABL1
CHEMBL:CHEMBL1935538,HSPB1
VPS34-IN-1,F3
OMADACYCLINE TOSYLATE,RPSA
COMPOUND 12E [PMID: 18605714],CRYGC
ROSIGLITAZONE,HSD17B10
CHARTREUSIN,FEN1
LANSOPRAZOLE SULFIDE,CYP2D6
LEFAMULIN ACETATE,RPSA
LY377604,ADRB3
CALMIDAZOLIUM CHLORIDE,SUMO1
RO-4987655,MAP2K1
ENTRECTINIB,NTRK1
VASOACTIVE INTESTINAL PEPTIDE,VIPR2
LASMIDITAN SUCCINATE,HTR1F
AZD-4017,HSD11B1
CRIZANLIZUMAB,SELP
"FACTOR XIII, HUMAN",F13A1
IMATINIB,PDGFRA
IPRONIAZID,MAOB
DEHYDROMUTACTIN,ELAVL1
COMPOUND 3B [PMID: 23454515],MARK2
NALTREXONE,SIGMAR1
CISPLATIN,ATM
AZD6482,TP53
DECITABINE,DNMT3A
DULOXETINE HYDROCHLORIDE,GMNN
CHEMBL:CHEMBL184450,NFE2L2
BENSERAZIDE HYDROCHLORIDE,MAPT
DOVITINIB,FGFR3
SONOLISIB,PIK3R1
PHENOBARBITAL,BAX
MEMANTINE HYDROCHLORIDE,GRIN2B
TAZAROTENE,RARA
INK-1117,PIK3CB
HOMIDIUM BROMIDE,VDR
LUMATEPERONE,PPP1R1B
BIMOSIAMOSE,SELP
APILIMOD DIMESYLATE CAPSULE,PIK3CA
MELPHALAN,IFNG
ALENDRONATE SODIUM,PLAU
NIFEDIPINE,GMNN
DEXAMETHASONE,F2RL1
OLAPARIB,PARP2
BEVACIZUMAB-AWWB,VEGFA
ALDESLEUKIN,CD40LG
RAMIPRIL,ADRB2
DERSIMELAGON,MC1R
NORDEFRIN,APEX1
UMBRALISIB TOSYLATE,PIK3CD
ANTICONVULSANT AGENT,GSTM1
CLOTRIMAZOLE,NR1I2
BMS-816336,HSD11B1
ANTI-C-FMS MONOCLONAL ANTIBODY AMG 820,CSF1R
GUANFACINE HYDROCHLORIDE,AOC1
HISTIDINE,GAPDH
CHLORAMPHENICOL,ALDH1A1
SB-408124,VDR
TRIHEXYPHENIDYL,CHRM1
TETRACYCLINE,NR1I2
LYOPHILIZED HUMAN RECOMBINANT INTERFERON-BETA 1A FP-1201,IFNB1
CHEMBL:CHEMBL552439,CYP2D6
NILUTAMIDE,PRL
METFORMIN,SRR
CLIOXANIDE,GMNN
FLUMAZENIL,NFE2L2
DINACICLIB,CDK5
DEXTROAMPHETAMINE SULFATE,SLC18A2
COMPOUND 14J [PMID: 27050842],NOS1
CLIOQUINOL,NFE2L2
H2O2,FCGR3A
CHEMBL:CHEMBL580183,EHMT2
AZD-8330,MAP2K1
BMS-690514,KDR
CHEMBL:CHEMBL320361,TP53
PONATINIB,FGFR3
ASPIRIN,HMOX1
PONATINIB,BCR
SORAFENIB,FGFR1
CLOZAPINE,DRD4
OLOPATADINE,HRH1
BEVANTOLOL HYDROCHLORIDE,SLC18A2
DAU 6285,NAT1
NALBUPHINE HYDROCHLORIDE,CYP1A2
CEVIMELINE HYDROCHLORIDE,CHRM3
DIMETHENAMID,PPARG
ZAK INHIBITOR 6P,FKBP5
GSK-269962A,PRKACA
CYCLIZINE,HRH1
SUFORAPHANE ISOSELENOCYANATE,NFE2L2
CHEMBL:CHEMBL121556,SMAD3
CHEMBL:CHEMBL592124,USP1
CARNOSIC ACID,HPGD
THROMBIN,DES
TAMOXIFEN,RRAS2
MIFEPRISTONE,NR3C1
FLUPENTHIXOL,ABCD1
EVOGLIPTIN,DPP4
EP4 ANTAGONIST ONO-4578,PTGER4
ACADESINE,PRKAA2
BFH-772,KDR
NOREPINEPHRINE,TDP1
PENBUTOLOL,ADRB1
JNJ-38877605,MET
PSAB-OFP,ATF4
SPIPERONE,ABCA4
BOSUTINIB,BRCA2
TRIHEXYPHENIDYL,CHRM1
TIFACOGIN,TFPI
SR-123781A,F2
{4-[3-(4-ACETYL-3-HYDROXY-2-PROPYLPHENOXY)PROPOXY]PHENOXY}ACETIC ACID,USP1
CHEMBL:CHEMBL1490332,POLB
THERAPEUTIC GLUCOCORTICOID,BGLAP
TRAIL,HSPA4
CERDULATINIB,SYK
NIVOLUMAB,PTEN
ARIPIPRAZOLE LAUROXIL,DRD2
4-CHLOROMERCURIBENZOIC ACID,NFE2L2
HYDROGEN PEROXIDE,ITGB2
HYPERICIN,MAPT
CYCLOSPORINE,LEP
[3H]8-OH-DPAT,EHMT2
THERAPEUTIC GLUCOCORTICOID,TSHR
CHEMBL:CHEMBL585502,ATXN2
BUDESONIDE,NR3C1
XL-228,SRC
HARMOL,HSD17B10
CHEMBL:CHEMBL1494650,XBP1
PIMECROLIMUS,FKBP1A
NGX-267,CHRM1
AZD7624,AHSA1
EVENAMIDE,XK
FIPRONIL,NFE2L2
MK-886,ALOX15
VANILLIN,ALDH1A1
LATREPIRDINE,GRIN3A
ETHINYLESTRADIOL/DROSPIRENONE/PRASTERONE,AR
RIVASTIGMINE,BCHE
PHENSERINE,ACHE
ENTINOSTAT,HDAC8
BENSERAZIDE HYDROCHLORIDE,VDR
CERLIPONASE ALFA,TPP1
H2O2,ERCC6
NITRIC OXIDE-RELEASING ACETYLSALICYLIC ACID DERIVATIVE,PTGS1
BALIXAFORTIDE,CXCR4
BROMFENAC,PTGS1
CUDC-101,HDAC1
PCO-371,XIAP
VESATOLIMOD,TLR7
TRICHLOROETHYLENE,HLA-B
PONATINIB,PDGFRB
BUDESONIDE,NR3C2
CYPROTERONE,AR
COUMESTROL,MAPT
SULFENTRAZONE,ESR1
HALOBETASOL,NR3C1
MECLOCYCLINE SULFOSALICYLATE,RPSA
KINASE INHIBITOR 2 [PMID: 30199702],EIF4G1
PEGINTERFERON ALFA-2B,CARD16
DOVITINIB,CDK7
ETIFOXINE,GABRG3
ANTIDEPRESSANT AGENT,CUX1
CARBAMAZEPINE,HLA-DQB1
CORTODOXONE,AR
VORTIOXETINE HYDROBROMIDE,A2M
MOTOLIMOD,TLR8
CHEMBL:CHEMBL592124,PIN1
EPIRUBICIN HYDROCHLORIDE,SMAD3
PD-135158,CCKBR
TEDISAMIL,KCNH7
DIMIRACETAM,GRIN2A
GLPG0492,AR
LOVASTATIN,HMGCR
VINBLASTINE,TUBA4A
PHENYLMERCURIC ACETATE,AR
DEMECLOCYCLINE HYDROCHLORIDE,RPSA
BAMINERCEPT ALFA,LTB
ADINAZOLAM,GABRA3
BIMIRALISIB,ETFB
OMIPALISIB,PIK3CA
GW-328267,ADORA2A
CHEMBL:CHEMBL585502,WRN
PD-0166285,PRKACA
PEMBROLIZUMAB,CD274
DABRAFENIB,EZH2
CHEMBL:CHEMBL1519374,MAPT
ENCLOMIPHENE,ESR1
TYK2 INHIBITOR 14L,EPHB2
TARLOXOTINIB,ERBB4
MK-212,HSD17B10
NVP-TAE684,FRK
INDIGO,MAPT
PD 176252,ACAT1
MDM2 ANTAGONIST RO6839921,TP53
PRALSETINIB,RET
RUXOLITINIB,JAK2
INDUSATUMAB VEDOTIN,TUBB4A
DOCETAXEL ANHYDROUS,TUBA4A
TETRACYCLINE HYDROCHLORIDE,RPSA
COMPOUND 12 [PMID: 12723943],ASIC1
DAPK INHIBITOR 13,ELK3
BRIVANIB,DPYSL2
INDUSATUMAB VEDOTIN,TUBA4A
BUPARLISIB,FGFR1
CHEMBL:CHEMBL1933308,IDO1
AMCASERTIB,CSK
&ALPHA;-CONOTOXIN PNIA,CHRNA3
LIFASTUZUMAB VEDOTIN,TUBA4A
PLATINUM COMPOUND,BRCA2
PYRACLOSTROBIN,NFE2L2
CP-547632,FRK
TRIMIPRAMINE MALEATE,ADRA1A
XL765,PIK3CG
CURCUMIN,SMAD3
LACTIMIDOMYCIN,EEF2
TEDISAMIL,KCND3
CYCLOSPORINE,NR1I2
BERBERRUBINE,WRN
ACOLBIFENE,ESR1
ONATASERTIB,MTOR
TERPYRIDINE,HSP90AA1
CHEMBL:CHEMBL1449731,GMNN
ANTICONVULSANT AGENT,IL1B
CABOZANTINIB S-MALATE,RET
"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",SLC6A4
4SC-203,FLT4
XL765,PIK3CB
LEVOCABASTINE,HRH1
SB 272183,A2M
ERDAFITINIB,FGFR2
BCR-ABL INHIBITOR GNF-2,ABL1
ALSTERPAULLONE,BLK
IFETROBAN SODIUM,TBXA2R
METHOTREXATE,FOXP3
CHEMBL:CHEMBL1490332,DNMT1
NS-398,RGS4
CHEMBL:CHEMBL1331995,EHMT2
ENZYME INHIBITOR,IL6
DITHIAZANINE IODIDE,THRB
IXAZOMIB,PSMC6
4BP-TQS,ATF4
FLUROCHLORIDONE,AR
WEDELOLACTONE,MAPK3
PEMIGATINIB,FGFR2
LECANORIC ACID,HPGD
AMOBARBITAL,GABRA1
AC710,DPYD
IXAZOMIB,PSMD7
CHEMBL:CHEMBL592124,WRN
SOMATROPIN (RECOMBINANT DNA ORIGIN),MYC
BISMUTH SUBSALICYLATE,EHMT2
TBBT,VDR
LATREPIRDINE,GRIN3B
PHENYLBUTAZONE,PTGS2
DRONABINOL,ACTN3
PROSAPTIDE,ADAR
DOVITINIB,FGFR3
ORAL CONTRACEPTIVE,IGFBP1
SARCOLYSIN,ALDH1A1
LENIOLISIB,PIK3CD
ISOPROTERENOL,ADRA1A
THROMBIN,FAS
BUPARLISIB,PIK3R1
CR-6086,PTGER4
CAPTAN,EHMT2
DIGOXIN,ABCB1
ORLISTAT,SERPINE1
ICHORCUMAB,F2
OMEPRAZOLE,TAC1
LASW1393,EPHB1
PACRITINIB,EPHB2
RG-4733,NCSTN
AFAMELANOTIDE,MC1R
LIDOCAINE HYDROCHLORIDE,SCN7A
GW-5823,CCKBR
DABRAFENIB,MAP2K1
LOBELINE,SLC18A2
RESERPINE,NT5E
N-METHYLANTHRANILIC ACID,HSD17B10
INDIPLON,GABRA1
BALIXAFORTIDE,CXCR4
GTS-21,CHRNA7
PIMICOTINIB,DPYD
[3H]PAROXETINE,CD9
DIMETHYL FUMARATE,KEAP1
BIVATUZUMAB MERTANSINE,CD44
MT-3724,RPL6
CARIPRAZINE HYDROCHLORIDE,DRD3
FUTIBATINIB,FGFR2
BIA 10-2474,CRMP1
ERDAFITINIB,FGFR3
TAMOXIFEN,PIK3CA
ANTISERUM,PDYN
ESTROGEN,ESR2
THERAPEUTIC HORMONE,BGLAP
GIRIPLADIB,PLA2G4A
DIFFERENTIATION INDUCER,PLAU
SB220025,PRKACA
LEFLUNOMIDE,HTT
FLUOXETINE HYDROCHLORIDE,SLC6A4
CHEMBL:CHEMBL1453126,SMN2
COMPOUND E22 [PMID: 31298542],CXADR
"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",SLC6A4
CRIZOTINIB,MET
BLESELUMAB,CD40
DISULFIRAM,ABCB1
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",GMNN
FLUNITRAZEPAM,GABRA1
AG 490,HIF1A
DINOSEB,TP53
CHEMBL:CHEMBL601822,NFE2L2
SIMVASTATIN,PON1
NIFEDIPINE,MAPK1
CHLORAMBUCIL,NFKB1
CLOROTEPINE,ATXN2
DELPAZOLID,RPSA
BEKANAMYCIN,RPSA
EVEROLIMUS,TSC2
SCH442416,ABCA1
PF-04691502,ETFB
PELUBIPROFEN,COX8A
ISTIRATUMAB,ERBB3
METHYLPREDNISOLONE,NR3C1
QUIZARTINIB,PDGFRA
METHARBITAL,GABRA1
SLAZINIC ACID,WRN
AMFONELIC ACID,HIF1A
SOTRASTAURIN,PLK1
CLARITHROMYCIN,CYP2D6
ASPACYTARABINE,POLE
CHEMBL:CHEMBL67535,HSD17B10
9-AMINOCAMPTOTHECIN,NFE2L2
LAPATINIB,ERBB2
CYCLOBENZAPRINE,APEX1
LENTINAN,IL2RA
EDIFOLIGIDE,E2F1
RIDAFOROLIMUS,MTOR
SELICICLIB,CDK7
CERULENIN,FASN
AZD-1236,MMP12
COAGULATION FACTOR X HUMAN,F10
SODIUM CHLORIDE,SGK1
SORAFENIB,NF1
FENOFIBRATE MICRONIZED,PPARA
PYRONIN Y,USP1
PROTEASE INHIBITOR,ERBB2
CHEMBL:CHEMBL591864,EHMT2
CATECHOL,APEX1
IPTACOPAN,CFB
SIBUTRAMINE,CYP2B6
CYTARABINE,FCGR3B
PROTUBOXEPIN A,BCL2
PROCAINAMIDE HYDROCHLORIDE,SCN9A
HALOPERIDOL DECANOATE,DRD3
AEE788,ERBB4
LASOFOXIFENE,ESR2
CHEMBL:CHEMBL118678,VDR
CHEMBL:CHEMBL287689,CYP1A2
RUXOLITINIB,JAK2
PHANQUONE,VDR
ABCIXIMAB,FGB
CHEMBL:CHEMBL1256876,EHMT2
HYDRALAZINE,PPARD
RUBOXISTAURIN,BAD
